,reaction_id,reaction_type,product_id,reactant_ids,product_smiles,reactant_smiles,product_mol,reactant_mols,reaction_smiles,participating_compounds
2242,2243,Amidation,2455,"{89, 2454}",Cc1ccc(NC(=O)C2CCC(=O)O2)cc1NC(=O)CC#N,"{'Cc1ccc(NC(=O)C2CCC(=O)O2)cc1N', 'N#CCC(=O)O'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f278267c0>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6eec06d680>, <rdkit.Chem.rdchem.Mol object at 0x7f6eec06d6d0>}",Cc1ccc(NC(=O)C2CCC(=O)O2)cc1N.N#CCC(=O)O>>Cc1ccc(NC(=O)C2CCC(=O)O2)cc1NC(=O)CC#N,"{'Cc1ccc(NC(=O)C2CCC(=O)O2)cc1NC(=O)CC#N', 'Cc1ccc(NC(=O)C2CCC(=O)O2)cc1N', 'N#CCC(=O)O'}"
2260,2261,Amidation,2475,"{2164, 222}",CC(C)(C#N)C(=O)Nc1cccc(NC(=O)C2CCCO2)c1,"{'Nc1cccc(NC(=O)C2CCCO2)c1', 'CC(C)(C#N)C(=O)O'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f27826d60>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6eec073130>, <rdkit.Chem.rdchem.Mol object at 0x7f6eec0730e0>}",Nc1cccc(NC(=O)C2CCCO2)c1.CC(C)(C#N)C(=O)O>>CC(C)(C#N)C(=O)Nc1cccc(NC(=O)C2CCCO2)c1,"{'Nc1cccc(NC(=O)C2CCCO2)c1', 'CC(C)(C#N)C(=O)O', 'CC(C)(C#N)C(=O)Nc1cccc(NC(=O)C2CCCO2)c1'}"
2361,2362,Amidation,2576,"{2201, 147}",CC1(C(=O)Nc2cccc(NC(=O)C3(C#N)CC3)c2)CCCO1,"{'N#CC1(C(=O)O)CC1', 'CC1(C(=O)Nc2cccc(N)c2)CCCO1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f27830db0>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6eec087ea0>, <rdkit.Chem.rdchem.Mol object at 0x7f6eec087e50>}",N#CC1(C(=O)O)CC1.CC1(C(=O)Nc2cccc(N)c2)CCCO1>>CC1(C(=O)Nc2cccc(NC(=O)C3(C#N)CC3)c2)CCCO1,"{'CC1(C(=O)Nc2cccc(NC(=O)C3(C#N)CC3)c2)CCCO1', 'N#CC1(C(=O)O)CC1', 'CC1(C(=O)Nc2cccc(N)c2)CCCO1'}"
2362,2363,Amidation,2577,"{208, 2201}",CCC(C#N)C(=O)Nc1cccc(NC(=O)C2(C)CCCO2)c1,"{'CCC(C#N)C(=O)O', 'CC1(C(=O)Nc2cccc(N)c2)CCCO1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f27830e00>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6eec087f40>, <rdkit.Chem.rdchem.Mol object at 0x7f6eec087ef0>}",CCC(C#N)C(=O)O.CC1(C(=O)Nc2cccc(N)c2)CCCO1>>CCC(C#N)C(=O)Nc1cccc(NC(=O)C2(C)CCCO2)c1,"{'CCC(C#N)C(=O)Nc1cccc(NC(=O)C2(C)CCCO2)c1', 'CCC(C#N)C(=O)O', 'CC1(C(=O)Nc2cccc(N)c2)CCCO1'}"
2363,2364,Amidation,2578,"{2201, 222}",CC(C)(C#N)C(=O)Nc1cccc(NC(=O)C2(C)CCCO2)c1,"{'CC(C)(C#N)C(=O)O', 'CC1(C(=O)Nc2cccc(N)c2)CCCO1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f27830e50>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6eec087f90>, <rdkit.Chem.rdchem.Mol object at 0x7f6eec08c040>}",CC(C)(C#N)C(=O)O.CC1(C(=O)Nc2cccc(N)c2)CCCO1>>CC(C)(C#N)C(=O)Nc1cccc(NC(=O)C2(C)CCCO2)c1,"{'CC(C)(C#N)C(=O)O', 'CC(C)(C#N)C(=O)Nc1cccc(NC(=O)C2(C)CCCO2)c1', 'CC1(C(=O)Nc2cccc(N)c2)CCCO1'}"
2383,2384,Amidation,2598,"{2275, 119}",Cc1ccc(NC(=O)C(C)C#N)cc1NC(=O)C1CCC(=O)O1,"{'CC(C#N)C(=O)O', 'Cc1ccc(N)cc1NC(=O)C1CCC(=O)O1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f278354f0>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6eec08ccc0>, <rdkit.Chem.rdchem.Mol object at 0x7f6eec08cc70>}",CC(C#N)C(=O)O.Cc1ccc(N)cc1NC(=O)C1CCC(=O)O1>>Cc1ccc(NC(=O)C(C)C#N)cc1NC(=O)C1CCC(=O)O1,"{'CC(C#N)C(=O)O', 'Cc1ccc(N)cc1NC(=O)C1CCC(=O)O1', 'Cc1ccc(NC(=O)C(C)C#N)cc1NC(=O)C1CCC(=O)O1'}"
2384,2385,Amidation,2599,"{2185, 222}",CC(C)(C#N)C(=O)Nc1cccc(NC(=O)C2CCC(=O)O2)c1,"{'Nc1cccc(NC(=O)C2CCC(=O)O2)c1', 'CC(C)(C#N)C(=O)O'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f27835540>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6eec08cd10>, <rdkit.Chem.rdchem.Mol object at 0x7f6eec08cd60>}",Nc1cccc(NC(=O)C2CCC(=O)O2)c1.CC(C)(C#N)C(=O)O>>CC(C)(C#N)C(=O)Nc1cccc(NC(=O)C2CCC(=O)O2)c1,"{'Nc1cccc(NC(=O)C2CCC(=O)O2)c1', 'CC(C)(C#N)C(=O)Nc1cccc(NC(=O)C2CCC(=O)O2)c1', 'CC(C)(C#N)C(=O)O'}"
2394,2395,Amidation,2609,"{2443, 119}",CC(C#N)C(=O)N1CCc2ccc(NC(=O)C3CCCO3)cc21,"{'O=C(Nc1ccc2c(c1)NCC2)C1CCCO1', 'CC(C#N)C(=O)O'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f27835860>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6eec011400>, <rdkit.Chem.rdchem.Mol object at 0x7f6eec0113b0>}",O=C(Nc1ccc2c(c1)NCC2)C1CCCO1.CC(C#N)C(=O)O>>CC(C#N)C(=O)N1CCc2ccc(NC(=O)C3CCCO3)cc21,"{'O=C(Nc1ccc2c(c1)NCC2)C1CCCO1', 'CC(C#N)C(=O)O', 'CC(C#N)C(=O)N1CCc2ccc(NC(=O)C3CCCO3)cc21'}"
2410,2411,Amidation,2625,"{208, 2185}",CCC(C#N)C(=O)Nc1cccc(NC(=O)C2CCC(=O)O2)c1,"{'Nc1cccc(NC(=O)C2CCC(=O)O2)c1', 'CCC(C#N)C(=O)O'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f27835d60>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6eec011e00>, <rdkit.Chem.rdchem.Mol object at 0x7f6eec011db0>}",Nc1cccc(NC(=O)C2CCC(=O)O2)c1.CCC(C#N)C(=O)O>>CCC(C#N)C(=O)Nc1cccc(NC(=O)C2CCC(=O)O2)c1,"{'Nc1cccc(NC(=O)C2CCC(=O)O2)c1', 'CCC(C#N)C(=O)O', 'CCC(C#N)C(=O)Nc1cccc(NC(=O)C2CCC(=O)O2)c1'}"
2419,2420,Amidation,2634,"{2257, 222}",Cc1ccc(NC(=O)C2CCCO2)cc1NC(=O)C(C)(C)C#N,"{'CC(C)(C#N)C(=O)O', 'Cc1ccc(NC(=O)C2CCCO2)cc1N'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f2783a090>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6eec018400>, <rdkit.Chem.rdchem.Mol object at 0x7f6eec0183b0>}",CC(C)(C#N)C(=O)O.Cc1ccc(NC(=O)C2CCCO2)cc1N>>Cc1ccc(NC(=O)C2CCCO2)cc1NC(=O)C(C)(C)C#N,"{'CC(C)(C#N)C(=O)O', 'Cc1ccc(NC(=O)C2CCCO2)cc1NC(=O)C(C)(C)C#N', 'Cc1ccc(NC(=O)C2CCCO2)cc1N'}"
2420,2421,Amidation,2635,"{208, 2257}",CCC(C#N)C(=O)Nc1cc(NC(=O)C2CCCO2)ccc1C,"{'CCC(C#N)C(=O)O', 'Cc1ccc(NC(=O)C2CCCO2)cc1N'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f2783a0e0>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6eec0184a0>, <rdkit.Chem.rdchem.Mol object at 0x7f6eec018450>}",CCC(C#N)C(=O)O.Cc1ccc(NC(=O)C2CCCO2)cc1N>>CCC(C#N)C(=O)Nc1cc(NC(=O)C2CCCO2)ccc1C,"{'CCC(C#N)C(=O)O', 'CCC(C#N)C(=O)Nc1cc(NC(=O)C2CCCO2)ccc1C', 'Cc1ccc(NC(=O)C2CCCO2)cc1N'}"
2421,2422,Amidation,2636,"{2257, 147}",Cc1ccc(NC(=O)C2CCCO2)cc1NC(=O)C1(C#N)CC1,"{'N#CC1(C(=O)O)CC1', 'Cc1ccc(NC(=O)C2CCCO2)cc1N'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f2783a130>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6eec018540>, <rdkit.Chem.rdchem.Mol object at 0x7f6eec0184f0>}",N#CC1(C(=O)O)CC1.Cc1ccc(NC(=O)C2CCCO2)cc1N>>Cc1ccc(NC(=O)C2CCCO2)cc1NC(=O)C1(C#N)CC1,"{'Cc1ccc(NC(=O)C2CCCO2)cc1NC(=O)C1(C#N)CC1', 'N#CC1(C(=O)O)CC1', 'Cc1ccc(NC(=O)C2CCCO2)cc1N'}"
2425,2426,Amidation,2640,"{119, 2327}",Cc1ccc(NC(=O)C(C)C#N)cc1NC(=O)C1(C)CCCO1,"{'Cc1ccc(N)cc1NC(=O)C1(C)CCCO1', 'CC(C#N)C(=O)O'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f2783a270>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6eec0187c0>, <rdkit.Chem.rdchem.Mol object at 0x7f6eec018770>}",Cc1ccc(N)cc1NC(=O)C1(C)CCCO1.CC(C#N)C(=O)O>>Cc1ccc(NC(=O)C(C)C#N)cc1NC(=O)C1(C)CCCO1,"{'Cc1ccc(N)cc1NC(=O)C1(C)CCCO1', 'CC(C#N)C(=O)O', 'Cc1ccc(NC(=O)C(C)C#N)cc1NC(=O)C1(C)CCCO1'}"
2433,2434,Amidation,2648,"{2185, 147}",N#CC1(C(=O)Nc2cccc(NC(=O)C3CCC(=O)O3)c2)CC1,"{'Nc1cccc(NC(=O)C2CCC(=O)O2)c1', 'N#CC1(C(=O)O)CC1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f2783a4f0>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6eec018cc0>, <rdkit.Chem.rdchem.Mol object at 0x7f6eec018c70>}",Nc1cccc(NC(=O)C2CCC(=O)O2)c1.N#CC1(C(=O)O)CC1>>N#CC1(C(=O)Nc2cccc(NC(=O)C3CCC(=O)O3)c2)CC1,"{'Nc1cccc(NC(=O)C2CCC(=O)O2)c1', 'N#CC1(C(=O)O)CC1', 'N#CC1(C(=O)Nc2cccc(NC(=O)C3CCC(=O)O3)c2)CC1'}"
2447,2448,Amidation,2662,"{2454, 119}",Cc1ccc(NC(=O)C2CCC(=O)O2)cc1NC(=O)C(C)C#N,"{'Cc1ccc(NC(=O)C2CCC(=O)O2)cc1N', 'CC(C#N)C(=O)O'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f2783a950>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6eec01d590>, <rdkit.Chem.rdchem.Mol object at 0x7f6eec01d5e0>}",Cc1ccc(NC(=O)C2CCC(=O)O2)cc1N.CC(C#N)C(=O)O>>Cc1ccc(NC(=O)C2CCC(=O)O2)cc1NC(=O)C(C)C#N,"{'Cc1ccc(NC(=O)C2CCC(=O)O2)cc1NC(=O)C(C)C#N', 'Cc1ccc(NC(=O)C2CCC(=O)O2)cc1N', 'CC(C#N)C(=O)O'}"
2469,2470,Amidation,2684,"{147, 2261}",Cc1ccc(NC(=O)C2(C#N)CC2)cc1NC(=O)C1CCCO1,"{'N#CC1(C(=O)O)CC1', 'Cc1ccc(N)cc1NC(=O)C1CCCO1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f27840090>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6eec024400>, <rdkit.Chem.rdchem.Mol object at 0x7f6eec0243b0>}",N#CC1(C(=O)O)CC1.Cc1ccc(N)cc1NC(=O)C1CCCO1>>Cc1ccc(NC(=O)C2(C#N)CC2)cc1NC(=O)C1CCCO1,"{'Cc1ccc(NC(=O)C2(C#N)CC2)cc1NC(=O)C1CCCO1', 'N#CC1(C(=O)O)CC1', 'Cc1ccc(N)cc1NC(=O)C1CCCO1'}"
2470,2471,Amidation,2685,"{208, 2261}",CCC(C#N)C(=O)Nc1ccc(C)c(NC(=O)C2CCCO2)c1,"{'CCC(C#N)C(=O)O', 'Cc1ccc(N)cc1NC(=O)C1CCCO1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f278400e0>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6eec0244a0>, <rdkit.Chem.rdchem.Mol object at 0x7f6eec024450>}",CCC(C#N)C(=O)O.Cc1ccc(N)cc1NC(=O)C1CCCO1>>CCC(C#N)C(=O)Nc1ccc(C)c(NC(=O)C2CCCO2)c1,"{'CCC(C#N)C(=O)Nc1ccc(C)c(NC(=O)C2CCCO2)c1', 'CCC(C#N)C(=O)O', 'Cc1ccc(N)cc1NC(=O)C1CCCO1'}"
2471,2472,Amidation,2686,"{2261, 222}",Cc1ccc(NC(=O)C(C)(C)C#N)cc1NC(=O)C1CCCO1,"{'CC(C)(C#N)C(=O)O', 'Cc1ccc(N)cc1NC(=O)C1CCCO1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f27840130>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6eec024540>, <rdkit.Chem.rdchem.Mol object at 0x7f6eec0244f0>}",CC(C)(C#N)C(=O)O.Cc1ccc(N)cc1NC(=O)C1CCCO1>>Cc1ccc(NC(=O)C(C)(C)C#N)cc1NC(=O)C1CCCO1,"{'Cc1ccc(NC(=O)C(C)(C)C#N)cc1NC(=O)C1CCCO1', 'CC(C)(C#N)C(=O)O', 'Cc1ccc(N)cc1NC(=O)C1CCCO1'}"
2477,2478,Amidation,2692,"{2164, 455}",N#CC1(C(=O)Nc2cccc(NC(=O)C3CCCO3)c2)CCC1,"{'N#CC1(C(=O)O)CCC1', 'Nc1cccc(NC(=O)C2CCCO2)c1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f27840310>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6eec024900>, <rdkit.Chem.rdchem.Mol object at 0x7f6eec0248b0>}",N#CC1(C(=O)O)CCC1.Nc1cccc(NC(=O)C2CCCO2)c1>>N#CC1(C(=O)Nc2cccc(NC(=O)C3CCCO3)c2)CCC1,"{'N#CC1(C(=O)O)CCC1', 'N#CC1(C(=O)Nc2cccc(NC(=O)C3CCCO3)c2)CCC1', 'Nc1cccc(NC(=O)C2CCCO2)c1'}"
2484,2485,Amidation,2699,"{147, 2182}",N#CC1(C(=O)Nc2cc(NC(=O)C3CCCO3)ccc2F)CC1,"{'N#CC1(C(=O)O)CC1', 'Nc1cc(NC(=O)C2CCCO2)ccc1F'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f27840540>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6eec024d10>, <rdkit.Chem.rdchem.Mol object at 0x7f6eec024d60>}",N#CC1(C(=O)O)CC1.Nc1cc(NC(=O)C2CCCO2)ccc1F>>N#CC1(C(=O)Nc2cc(NC(=O)C3CCCO3)ccc2F)CC1,"{'N#CC1(C(=O)Nc2cc(NC(=O)C3CCCO3)ccc2F)CC1', 'N#CC1(C(=O)O)CC1', 'Nc1cc(NC(=O)C2CCCO2)ccc1F'}"
2487,2488,Amidation,2702,"{222, 2182}",CC(C)(C#N)C(=O)Nc1cc(NC(=O)C2CCCO2)ccc1F,"{'CC(C)(C#N)C(=O)O', 'Nc1cc(NC(=O)C2CCCO2)ccc1F'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f27840630>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6eec024f40>, <rdkit.Chem.rdchem.Mol object at 0x7f6eec024ef0>}",CC(C)(C#N)C(=O)O.Nc1cc(NC(=O)C2CCCO2)ccc1F>>CC(C)(C#N)C(=O)Nc1cc(NC(=O)C2CCCO2)ccc1F,"{'CC(C)(C#N)C(=O)Nc1cc(NC(=O)C2CCCO2)ccc1F', 'CC(C)(C#N)C(=O)O', 'Nc1cc(NC(=O)C2CCCO2)ccc1F'}"
2496,2497,Amidation,2711,"{2185, 455}",N#CC1(C(=O)Nc2cccc(NC(=O)C3CCC(=O)O3)c2)CCC1,"{'Nc1cccc(NC(=O)C2CCC(=O)O2)c1', 'N#CC1(C(=O)O)CCC1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f27840900>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6eec02b540>, <rdkit.Chem.rdchem.Mol object at 0x7f6eec02b4f0>}",Nc1cccc(NC(=O)C2CCC(=O)O2)c1.N#CC1(C(=O)O)CCC1>>N#CC1(C(=O)Nc2cccc(NC(=O)C3CCC(=O)O3)c2)CCC1,"{'Nc1cccc(NC(=O)C2CCC(=O)O2)c1', 'N#CC1(C(=O)Nc2cccc(NC(=O)C3CCC(=O)O3)c2)CCC1', 'N#CC1(C(=O)O)CCC1'}"
2569,2570,Amidation,2784,"{2275, 222}",Cc1ccc(NC(=O)C(C)(C)C#N)cc1NC(=O)C1CCC(=O)O1,"{'Cc1ccc(N)cc1NC(=O)C1CCC(=O)O1', 'CC(C)(C#N)C(=O)O'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f2784c090>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6eec03f400>, <rdkit.Chem.rdchem.Mol object at 0x7f6eec03f3b0>}",Cc1ccc(N)cc1NC(=O)C1CCC(=O)O1.CC(C)(C#N)C(=O)O>>Cc1ccc(NC(=O)C(C)(C)C#N)cc1NC(=O)C1CCC(=O)O1,"{'Cc1ccc(N)cc1NC(=O)C1CCC(=O)O1', 'CC(C)(C#N)C(=O)O', 'Cc1ccc(NC(=O)C(C)(C)C#N)cc1NC(=O)C1CCC(=O)O1'}"
2570,2571,Amidation,2785,"{208, 2275}",CCC(C#N)C(=O)Nc1ccc(C)c(NC(=O)C2CCC(=O)O2)c1,"{'CCC(C#N)C(=O)O', 'Cc1ccc(N)cc1NC(=O)C1CCC(=O)O1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f2784c0e0>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6eec03f4a0>, <rdkit.Chem.rdchem.Mol object at 0x7f6eec03f450>}",CCC(C#N)C(=O)O.Cc1ccc(N)cc1NC(=O)C1CCC(=O)O1>>CCC(C#N)C(=O)Nc1ccc(C)c(NC(=O)C2CCC(=O)O2)c1,"{'CCC(C#N)C(=O)Nc1ccc(C)c(NC(=O)C2CCC(=O)O2)c1', 'CCC(C#N)C(=O)O', 'Cc1ccc(N)cc1NC(=O)C1CCC(=O)O1'}"
2572,2573,Amidation,2787,"{147, 2275}",Cc1ccc(NC(=O)C2(C#N)CC2)cc1NC(=O)C1CCC(=O)O1,"{'Cc1ccc(N)cc1NC(=O)C1CCC(=O)O1', 'N#CC1(C(=O)O)CC1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f2784c180>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6eec03f590>, <rdkit.Chem.rdchem.Mol object at 0x7f6eec03f5e0>}",Cc1ccc(N)cc1NC(=O)C1CCC(=O)O1.N#CC1(C(=O)O)CC1>>Cc1ccc(NC(=O)C2(C#N)CC2)cc1NC(=O)C1CCC(=O)O1,"{'Cc1ccc(NC(=O)C2(C#N)CC2)cc1NC(=O)C1CCC(=O)O1', 'Cc1ccc(N)cc1NC(=O)C1CCC(=O)O1', 'N#CC1(C(=O)O)CC1'}"
2577,2578,Amidation,2792,"{222, 2327}",Cc1ccc(NC(=O)C(C)(C)C#N)cc1NC(=O)C1(C)CCCO1,"{'Cc1ccc(N)cc1NC(=O)C1(C)CCCO1', 'CC(C)(C#N)C(=O)O'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f2784c310>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6eec03f900>, <rdkit.Chem.rdchem.Mol object at 0x7f6eec03f8b0>}",Cc1ccc(N)cc1NC(=O)C1(C)CCCO1.CC(C)(C#N)C(=O)O>>Cc1ccc(NC(=O)C(C)(C)C#N)cc1NC(=O)C1(C)CCCO1,"{'Cc1ccc(NC(=O)C(C)(C)C#N)cc1NC(=O)C1(C)CCCO1', 'Cc1ccc(N)cc1NC(=O)C1(C)CCCO1', 'CC(C)(C#N)C(=O)O'}"
2578,2579,Amidation,2793,"{208, 2327}",CCC(C#N)C(=O)Nc1ccc(C)c(NC(=O)C2(C)CCCO2)c1,"{'Cc1ccc(N)cc1NC(=O)C1(C)CCCO1', 'CCC(C#N)C(=O)O'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f2784c360>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6eec03f9a0>, <rdkit.Chem.rdchem.Mol object at 0x7f6eec03f950>}",Cc1ccc(N)cc1NC(=O)C1(C)CCCO1.CCC(C#N)C(=O)O>>CCC(C#N)C(=O)Nc1ccc(C)c(NC(=O)C2(C)CCCO2)c1,"{'Cc1ccc(N)cc1NC(=O)C1(C)CCCO1', 'CCC(C#N)C(=O)O', 'CCC(C#N)C(=O)Nc1ccc(C)c(NC(=O)C2(C)CCCO2)c1'}"
2579,2580,Amidation,2794,"{147, 2327}",Cc1ccc(NC(=O)C2(C#N)CC2)cc1NC(=O)C1(C)CCCO1,"{'Cc1ccc(N)cc1NC(=O)C1(C)CCCO1', 'N#CC1(C(=O)O)CC1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f2784c3b0>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6eec03fa40>, <rdkit.Chem.rdchem.Mol object at 0x7f6eec03f9f0>}",Cc1ccc(N)cc1NC(=O)C1(C)CCCO1.N#CC1(C(=O)O)CC1>>Cc1ccc(NC(=O)C2(C#N)CC2)cc1NC(=O)C1(C)CCCO1,"{'Cc1ccc(N)cc1NC(=O)C1(C)CCCO1', 'N#CC1(C(=O)O)CC1', 'Cc1ccc(NC(=O)C2(C#N)CC2)cc1NC(=O)C1(C)CCCO1'}"
2604,2605,Amidation,2819,"{603, 2164}",N#CC1(C(=O)Nc2cccc(NC(=O)C3CCCO3)c2)CCCC1,"{'N#CC1(C(=O)O)CCCC1', 'Nc1cccc(NC(=O)C2CCCO2)c1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f2784cb80>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6eec047a40>, <rdkit.Chem.rdchem.Mol object at 0x7f6eec0479f0>}",N#CC1(C(=O)O)CCCC1.Nc1cccc(NC(=O)C2CCCO2)c1>>N#CC1(C(=O)Nc2cccc(NC(=O)C3CCCO3)c2)CCCC1,"{'N#CC1(C(=O)O)CCCC1', 'N#CC1(C(=O)Nc2cccc(NC(=O)C3CCCO3)c2)CCCC1', 'Nc1cccc(NC(=O)C2CCCO2)c1'}"
2671,2672,Amidation,2886,"{2261, 455}",Cc1ccc(NC(=O)C2(C#N)CCC2)cc1NC(=O)C1CCCO1,"{'N#CC1(C(=O)O)CCC1', 'Cc1ccc(N)cc1NC(=O)C1CCCO1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f277d8130>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6eebfda540>, <rdkit.Chem.rdchem.Mol object at 0x7f6eebfda4f0>}",N#CC1(C(=O)O)CCC1.Cc1ccc(N)cc1NC(=O)C1CCCO1>>Cc1ccc(NC(=O)C2(C#N)CCC2)cc1NC(=O)C1CCCO1,"{'N#CC1(C(=O)O)CCC1', 'Cc1ccc(NC(=O)C2(C#N)CCC2)cc1NC(=O)C1CCCO1', 'Cc1ccc(N)cc1NC(=O)C1CCCO1'}"
2713,2714,Amidation,2929,"{2164, 637}",CCC(C#N)(CC)C(=O)Nc1cccc(NC(=O)C2CCCO2)c1,"{'Nc1cccc(NC(=O)C2CCCO2)c1', 'CCC(C#N)(CC)C(=O)O'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f277d8e50>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6eebfe2f90>, <rdkit.Chem.rdchem.Mol object at 0x7f6eebfe2f40>}",Nc1cccc(NC(=O)C2CCCO2)c1.CCC(C#N)(CC)C(=O)O>>CCC(C#N)(CC)C(=O)Nc1cccc(NC(=O)C2CCCO2)c1,"{'Nc1cccc(NC(=O)C2CCCO2)c1', 'CCC(C#N)(CC)C(=O)Nc1cccc(NC(=O)C2CCCO2)c1', 'CCC(C#N)(CC)C(=O)O'}"
2748,2749,Amidation,2964,"{2201, 455}",CC1(C(=O)Nc2cccc(NC(=O)C3(C#N)CCC3)c2)CCCO1,"{'N#CC1(C(=O)O)CCC1', 'CC1(C(=O)Nc2cccc(N)c2)CCCO1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f277de9a0>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6eebfef630>, <rdkit.Chem.rdchem.Mol object at 0x7f6eebfef5e0>}",N#CC1(C(=O)O)CCC1.CC1(C(=O)Nc2cccc(N)c2)CCCO1>>CC1(C(=O)Nc2cccc(NC(=O)C3(C#N)CCC3)c2)CCCO1,"{'N#CC1(C(=O)O)CCC1', 'CC1(C(=O)Nc2cccc(NC(=O)C3(C#N)CCC3)c2)CCCO1', 'CC1(C(=O)Nc2cccc(N)c2)CCCO1'}"
2836,2837,Amidation,3053,"{2257, 455}",Cc1ccc(NC(=O)C2CCCO2)cc1NC(=O)C1(C#N)CCC1,"{'N#CC1(C(=O)O)CCC1', 'Cc1ccc(NC(=O)C2CCCO2)cc1N'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f277eb5e0>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6eec003db0>, <rdkit.Chem.rdchem.Mol object at 0x7f6eec003d60>}",N#CC1(C(=O)O)CCC1.Cc1ccc(NC(=O)C2CCCO2)cc1N>>Cc1ccc(NC(=O)C2CCCO2)cc1NC(=O)C1(C#N)CCC1,"{'N#CC1(C(=O)O)CCC1', 'Cc1ccc(NC(=O)C2CCCO2)cc1NC(=O)C1(C#N)CCC1', 'Cc1ccc(NC(=O)C2CCCO2)cc1N'}"
2927,2928,Amidation,3145,"{147, 2443}",N#CC1(C(=O)N2CCc3ccc(NC(=O)C4CCCO4)cc32)CC1,"{'O=C(Nc1ccc2c(c1)NCC2)C1CCCO1', 'N#CC1(C(=O)O)CC1'}",<rdkit.Chem.rdchem.Mol object at 0x7f6f277f7310>,"{<rdkit.Chem.rdchem.Mol object at 0x7f6ee3f9f720>, <rdkit.Chem.rdchem.Mol object at 0x7f6ee3f9f770>}",O=C(Nc1ccc2c(c1)NCC2)C1CCCO1.N#CC1(C(=O)O)CC1>>N#CC1(C(=O)N2CCc3ccc(NC(=O)C4CCCO4)cc32)CC1,"{'O=C(Nc1ccc2c(c1)NCC2)C1CCCO1', 'N#CC1(C(=O)O)CC1', 'N#CC1(C(=O)N2CCc3ccc(NC(=O)C4CCCO4)cc32)CC1'}"
